formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C24H42N4O7,[M - H]-,C24H41N4O7-,Polyketides,0.689,Macrolides,0.692,Erythromycins,0.13,Organic acids and derivatives,0.992,Carboxylic acids and derivatives,0.981,"Amino acids, peptides, and analogues",0.561,Amino acids and derivatives,0.553,Amino acids and derivatives,0.553,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imines; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Polyols; Amines; Secondary amines; Carboximidamides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",497.3,229,3.81,7.35182E+17,7.35171E+17,23264,
1,C10H10O5,[M - H]-,C10H9O5-,Shikimates and Phenylpropanoids,0.937,Phenylpropanoids (C6-C3),0.979,Cinnamic acids and derivatives,0.954,Benzenoids,1,Phenols,0.76,Methoxyphenols,0.885,,,Methoxyphenols,0.885,Organic compounds; Aldehydes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Benzaldehydes; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl-aldehydes; Organic oxides; Hydroxybenzaldehydes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities,209.046,236,3.936,7.35182E+17,7.35171E+17,23268,
1,C21H30O10,[M - H]-,C21H29O10-,Terpenoids,0.795,Linear polyketides,0.189,Open-chain polyketides,0.103,Lipids and lipid-like molecules,0.795,Prenol lipids,0.601,Terpene lactones,0.588,,,Terpene lactones,0.588,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,441.178,226,3.769,7.35182E+17,7.35171E+17,23274,
1,C17H24O7,[M - H]-,C17H23O7-,Terpenoids,0.872,Sesquiterpenoids,0.822,Prezizaane sesquiterpenoids,0.245,Lipids and lipid-like molecules,0.578,Prenol lipids,0.573,Terpene lactones,0.516,,,Terpene lactones,0.516,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Terpene lactones; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,339.146,238,3.971,7.35182E+17,7.35171E+17,23276,
1,C6H5NO4,[M - H]-,C6H4NO4-,Alkaloids,0.884,Tyrosine alkaloids,0.145,Phenylethylamines,0.014,Benzenoids,0.997,Phenols,0.788,Nitrophenols,0.797,,,Nitrophenols,0.797,"Organic compounds; Nitrobenzenes; Phenols; Nitrophenols; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Benzene and substituted derivatives; Benzenoids; Phenoxides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",154.015,236,3.933,7.35182E+17,7.35171E+17,23280,
1,C8H14O4,[M - H]-,C8H13O4-,Fatty acids,0.999,Fatty Acids and Conjugates,0.982,Dicarboxylic acids,0.997,Lipids and lipid-like molecules,0.987,Fatty Acyls,0.991,Fatty acids and conjugates,0.961,Medium-chain fatty acids,0.931,Medium-chain fatty acids,0.931,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,173.083,237,3.944,7.35182E+17,7.35171E+17,23284,
1,C21H27ClN2O5,[M - H]-,C21H26ClN2O5-,Polyketides,0.778,Ornithine alkaloids,0.064,Azaphilones,0.024,Organic acids and derivatives,0.989,Carboxylic acids and derivatives,0.986,"Amino acids, peptides, and analogues",0.848,Amino acids and derivatives,0.847,Amino acids,0.704,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Ketones; Alcohols and polyols; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aryl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Organochlorides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",421.152,241,4.01,7.35182E+17,7.35171E+17,23286,
1,C22H25ClN2O8,[M - H]-,C22H24ClN2O8-,Polyketides,0.655,Diterpenoids,0.429,Briarane diterpenoids,0.165,Organoheterocyclic compounds,0.994,Oxanes,0.752,,,,,Oxanes,0.752,Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alcohols and polyols; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Organochlorides; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Polyols; Amines; Alkyl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,479.122,229,3.811,7.35182E+17,7.35171E+17,23287,
1,C27H22O7,[M - H]-,C27H21O7-,Shikimates and Phenylpropanoids,0.34,Sesquiterpenoids,0.068,Limonoids,0.026,Benzenoids,0.99,Naphthalenes,0.506,,,,,Naphthalenes,0.506,Organic compounds; Organoheterocyclic compounds; Naphthalenes; Lactones; Ketones; Alcohols and polyols; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,457.129,238,3.964,7.35182E+17,7.35171E+17,23296,
1,C19H20N2O9,[M - H]-,C19H19N2O9-,Alkaloids,0.995,Tryptophan alkaloids,0.665,Pyrroloquinoline alkaloids,0.784,Organoheterocyclic compounds,1,Pyranopyridines,0.787,,,,,Pyranopyridines,0.787,Organic compounds; Organoheterocyclic compounds; Lactones; Pyridines and derivatives; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Pyridinones; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Pyranopyridines; Hydropyridines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,419.111,237,3.945,7.35182E+17,7.35171E+17,23297,
1,C20H28O10,[M - H]-,C20H27O10-,Terpenoids,0.889,Sesquiterpenoids,0.714,Prezizaane sesquiterpenoids,0.102,Lipids and lipid-like molecules,0.785,Prenol lipids,0.778,Diterpenoids,0.521,,,Diterpenoids,0.521,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Furofurans; Carbonyl compounds; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,427.162,247,4.109,7.35183E+17,7.35171E+17,23303,
1,C16H22O6,[M - H]-,C16H21O6-,Terpenoids,0.992,Sesquiterpenoids,0.957,Prezizaane sesquiterpenoids,0.387,Lipids and lipid-like molecules,0.686,Prenol lipids,0.692,Terpene lactones,0.637,,,Terpene lactones,0.637,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Sesquiterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,309.136,237,3.955,7.35182E+17,7.35171E+17,23306,
1,C8H10N3O3,[M - H]-,C8H9N3O3-,Alkaloids,0.569,Small peptides,0.193,Imidazole alkaloids,0.086,Organic oxygen compounds,1,Organooxygen compounds,1,Carbonyl compounds,0.887,Aldehydes,0.778,Aryl-aldehydes,0.81,Organic compounds; Organoheterocyclic compounds; Aldehydes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Aryl-aldehydes; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,195.065,237,3.945,7.35182E+17,7.35171E+17,23311,
1,C21H28O10,[M - H]-,C21H27O10-,Terpenoids,0.991,Sesquiterpenoids,0.721,Briarane diterpenoids,0.058,Lipids and lipid-like molecules,0.925,Prenol lipids,0.954,Terpene lactones,0.979,Diterpene lactones,0.9,Diterpene lactones,0.9,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Secondary alcohols; Tertiary alcohols; Furofurans; Carbonyl compounds; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,439.163,251,4.18,7.35183E+17,7.35171E+17,23314,
1,C23H26O11,[M - H]-,C23H25O11-,Terpenoids,0.997,Triterpenoids,0.516,Limonoids,0.087,Lipids and lipid-like molecules,0.89,Prenol lipids,0.734,Terpene lactones,0.65,Diterpene lactones,0.634,Diterpene lactones,0.634,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Furans; Pyrans; Alcohols and polyols; Epoxides; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Secondary alcohols; Tertiary alcohols; Oxepanes; Furofurans; Furopyrans; Carbonyl compounds; Oxanes; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,477.142,246,4.099,7.35183E+17,7.35171E+17,23315,
1,C15H20O8,[M - H]-,C15H19O8-,Terpenoids,0.992,Sesquiterpenoids,0.958,Prezizaane sesquiterpenoids,0.23,Lipids and lipid-like molecules,0.748,Prenol lipids,0.718,Terpene lactones,0.618,,,Terpene lactones,0.618,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,327.11,237,3.955,7.35182E+17,7.35171E+17,23317,
1,C10H13Br2ClN2O5,[M - H]-,C10H12Br2ClN2O5-,Carbohydrates,0.984,Nucleosides,0.841,Pyrimidine nucleosides,0.882,"Nucleosides, nucleotides, and analogues",0.607,Pyrimidine nucleosides,0.833,Pyrimidine 2'-deoxyribonucleosides,0.836,,,Pyrimidine 2'-deoxyribonucleosides,0.836,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Pyrimidine nucleosides; Aryl bromides; Aryl chlorides; Diazines; Organobromides; Organochlorides; Secondary alcohols; Pyrimidine 2'-deoxyribonucleosides; Hydropyrimidines; Aryl halides; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",432.88,237,3.945,7.35182E+17,7.35171E+17,23327,
1,C22H26O11,[M - H]-,C22H25O11-,Terpenoids,0.998,Diterpenoids,0.472,Picrotoxane sesquiterpenoids,0.065,Lipids and lipid-like molecules,0.936,Prenol lipids,0.878,Terpene lactones,0.927,Diterpene lactones,0.885,Diterpene lactones,0.885,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Oxanes; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,465.142,240,3.999,7.35182E+17,7.35171E+17,23334,
1,C18H24O9,[M - H]-,C18H23O9-,Terpenoids,0.999,Sesquiterpenoids,0.833,Prezizaane sesquiterpenoids,0.007,Lipids and lipid-like molecules,0.986,Prenol lipids,0.993,Terpene lactones,0.997,Diterpene lactones,0.998,Diterpene lactones,0.998,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Furofurans; Carbonyl compounds; Tricarboxylic acids and derivatives; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,383.136,235,3.915,7.35182E+17,7.35171E+17,23335,
1,C19H22N4O6,[M - H]-,C19H21N4O6-,Alkaloids,0.944,Pseudoalkaloids (transamidation),0.192,Imidazole alkaloids,0.102,Organoheterocyclic compounds,1,Azoles,0.969,Imidazoles,0.663,Substituted imidazoles,0.721,N-substituted imidazoles,0.722,"Organic compounds; Organoheterocyclic compounds; Lactones; Imidazoles; Ketones; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Substituted imidazoles; N-substituted imidazoles; 1,2-diols; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",401.147,241,4.013,7.35182E+17,7.35171E+17,23338,
